cmd_id,cuis_selected,preferred,har_manual,X2nd_har,X3rd_har,final,final_cui
555,C0018801;C1963159,"Heart failure Left Ventricular Systolic Dysfunction, CTCAE 3.0",Heart failure,,,Heart failure,C0018801
555,C0018801;C1963159,"Heart failure Left Ventricular Systolic Dysfunction, CTCAE 3.0","Left Ventricular Systolic Dysfunction, CTCAE 3.0",,,"Left Ventricular Systolic Dysfunction, CTCAE 3.0",C1963159
556,C0030705;C1561607,Patients Overall,NA TO BE DELETED,,,NA TO BE DELETED,NA
557,C0001948;C1442488,Alcohol consumption Baseline,Alcohol consumption,,,Alcohol consumption,C0001948
558,C0003364;C1442488,Antihypertensive Agents Baseline,Antihypertensive Agents,,,Antihypertensive Agents,C0003364
559,C0037369;C1442488,Smoking Baseline,Smoking Status,,,Smoking Status,C1519386
560,C2926735;C0242350,Duration Erectile dysfunction,Erectile dysfunction,,,Erectile dysfunction,C0242350
560,C2926735;C0242350,Duration Erectile dysfunction,Erectile dysfunction,,,Erectile dysfunction,D007172
561,C0001641;C1514463,Adrenergic alpha-Antagonists Prior Therapy,Adrenergic alpha-Antagonists,,,Adrenergic alpha-Antagonists,C0001641
562,C0005001;C0574785;C0457451,Benign prostatic hypertrophy Lower Urinary Tract Symptoms Severity score,Benign prostatic hypertrophy,,,Benign prostatic hypertrophy,C0005001
563,C1514463;C0242350,Prior Therapy Erectile dysfunction,Erectile dysfunction,,,Erectile dysfunction,C0242350
563,C1514463;C0242350,Prior Therapy Erectile dysfunction,Erectile dysfunction,,,Erectile dysfunction,D007172
564,C1998280;C0205081,International Prostate Symptom Score Moderate (severity modifier),International Prostate Symptom Score,,,International Prostate Symptom Score,C1998280
565,C1998280;C0205082,International Prostate Symptom Score Severe (severity modifier),International Prostate Symptom Score,,,International Prostate Symptom Score,C1998280
566,C0242350;C0205081;C0205082,Erectile dysfunction Moderate (severity modifier) Severe (severity modifier),Erectile dysfunction,,,Erectile dysfunction,C0242350
566,C0242350;C0205081;C0205082,Erectile dysfunction Moderate (severity modifier) Severe (severity modifier),Erectile dysfunction,,,Erectile dysfunction,D007172
567,C0242350;C2945599,Erectile dysfunction Mild (qualifier value),Erectile dysfunction,,,Erectile dysfunction,C0242350
567,C0242350;C2945599,Erectile dysfunction Mild (qualifier value),Erectile dysfunction,,,Erectile dysfunction,D007172
568,C2945599;C0242350,Mild (qualifier value) Erectile dysfunction,Erectile dysfunction,,,Erectile dysfunction,C0242350
568,C2945599;C0242350,Mild (qualifier value) Erectile dysfunction,Erectile dysfunction,,,Erectile dysfunction,D007172
569,C0281481;C1514463,anti-tumor necrosis factor therapy Prior Therapy,anti-tumor necrosis factor therapy,,,anti-tumor necrosis factor therapy,C0281481
570,C0011849;C0524620;C1549445,Diabetes Mellitus Metabolic Syndrome X Yes - Yes/no indicator,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
571,C0907402;C0359086,Insulin Glargine oral hypoglycemic,oral hypoglycemic,,,oral hypoglycemic,C0359086
572,C0907402;C4553624;C0359086;C0205172;C0585361,Insulin Glargine With meals oral hypoglycemic More Twice a day,Insulin,,,Insulin,C0021641
573,C0907402;C4553624;C0359086;C0332173,Insulin Glargine With meals oral hypoglycemic Daily,Insulin,,,Insulin,C0021641
574,C0907402;C4553624;C0359086;C0585361,Insulin Glargine With meals oral hypoglycemic Twice a day,Insulin,,,Insulin,C0021641
575,C1441604;C0006560;C1442488,High sensitivity C-reactive protein Baseline,C-Reactive Protein,,,C-Reactive Protein,NA
576,C1707479;C0021081,Concomitant Therapy Immunosuppressive Agents,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
577,C0003374;C0457083;C1549445,Antimalarials Usage Yes - Yes/no indicator,Antimalarials,,,Antimalarials,C0003374
578,C0021081;C0457083;C1549445,Immunosuppressive Agents Usage Yes - Yes/no indicator,Immunosuppressive Agents,,,Immunosuppressive Agents,C0021081
579,C0038317;C0178602,Steroids Dosage,Steroids,,,Steroids,C0038317
580,C0038317;C1549445,Steroids Yes - Yes/no indicator,Steroids,,,Steroids,C0038317
581,C4055380;C0205156;C1518422,Biologic Disease-Modifying Antirheumatic Drug Previous Negation,"Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
582,C4055380;C0521983,Biologic Disease-Modifying Antirheumatic Drug Absence of therapeutic response,"Antirheumatic Drugs, Disease-Modifying",,,"Antirheumatic Drugs, Disease-Modifying",C0242708
583,C0439475;C0428883,mmHg Diastolic blood pressure,Blood Pressure,,,Blood Pressure,C0005823
584,C0286651;C0178602,atorvastatin Dosage,atorvastatin,,,atorvastatin,C0286651
585,C1565489;C0205081,Renal Insufficiency Moderate (severity modifier),Renal Insufficiency,,,Renal Insufficiency,C1565489
586,C2945599;C1565489,Mild (qualifier value) Renal Insufficiency,Renal Insufficiency,,,Renal Insufficiency,C1565489
587,C1442488;C0545082;C0439231,Baseline Visit month,NA TO BE DELETED,,,NA TO BE DELETED,NA
588,C1565489;C2945599,Renal Insufficiency Mild (qualifier value),Renal Insufficiency,,,Renal Insufficiency,C1565489
589,C0029355;C0543467,Orthopedics Operative Surgical Procedures,Operative Surgical Procedures,,,Operative Surgical Procedures,C0543467
589,C0029355;C0543467,Orthopedics Operative Surgical Procedures,Orthopedics,,,Orthopedics,C0029355
590,C0228134;C0002903,Spinal epidural space Anesthesia procedures,Anesthesia procedures,,,Anesthesia procedures,C0002903
591,C0442120;C0543467,Intraperitoneal Operative Surgical Procedures,Operative Surgical Procedures,,,Operative Surgical Procedures,C0543467
592,C1523987;C0002903,Alternative Anesthesia procedures,Anesthesia procedures,,,Anesthesia procedures,C0002903
593,C1523987;C0543467,Alternative Operative Surgical Procedures,Operative Surgical Procedures,,,Operative Surgical Procedures,C0543467
594,C0004057;C0457083;C1442488;C1518422,Aspirin Usage Baseline Negation,Aspirin,,,Aspirin,C0004057
595,C0018799;C1518422,Heart Diseases Negation,Heart Diseases,Cardiovascular Diseases,,Cardiovascular Diseases,C0007222
596,C1442488;C0004057;C0457083,Baseline Aspirin Usage,Aspirin,,,Aspirin,C0004057
597,C1442488;C1518422;C0004057;C0457083,Baseline Negation Aspirin Usage,Aspirin,,,Aspirin,C0004057
598,C0586793;C0869039,Inhaled steroids use Unit dose,Inhaled steroids use,,,Inhaled steroids use,C0586793
599,C1510829;C0001792,Age-Years Elderly (population group),Age-Years,,,Age-Years,C1510829
600,C0038257;C0332152,"Stent, device Before","Stent, device",,,"Stent, device",C0038257
601,C0038454;C4554100;C0007787;C0332152,"Cerebrovascular accident Stroke, CTCAE Transient Ischemic Attack Before",Cerebrovascular accident,,,Cerebrovascular accident,C0038454
601,C0038454;C4554100;C0007787;C0332152,"Cerebrovascular accident Stroke, CTCAE Transient Ischemic Attack Before","Stroke, CTCAE",,,"Stroke, CTCAE",C4554100
601,C0038454;C4554100;C0007787;C0332152,"Cerebrovascular accident Stroke, CTCAE Transient Ischemic Attack Before",Transient Ischemic Attack,,,Transient Ischemic Attack,C0007787
602,C0007787;C4554100,"Transient Ischemic Attack Stroke, CTCAE",Transient Ischemic Attack,,,Transient Ischemic Attack,C0007787
603,C0007787;C4554100;C1518422,"Transient Ischemic Attack Stroke, CTCAE Negation","Stroke, CTCAE",,,"Stroke, CTCAE",C4554100
604,C0011702;C1518422,Desmosine Negation,Desmosine,,,Desmosine,C0011702
605,C0037369;C1518422,Smoking Negation,Smoking Status,,,Smoking Status,C1519386
606,C0332152;C1536220,Before ST segment elevation myocardial infarction,ST segment elevation myocardial infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
607,C0332152;C1536220;C1518422,Before ST segment elevation myocardial infarction Negation,ST segment elevation myocardial infarction,Myocardial Infarction,,Myocardial Infarction,C0027051
608,C0439231;C0027051,month Myocardial Infarction,Myocardial Infarction,,,Myocardial Infarction,C0027051
609,C1120149;C1549445,thienopyridine Yes - Yes/no indicator,thienopyridine,,,thienopyridine,C1120149
610,C1442488;C1120149,Baseline thienopyridine,thienopyridine,,,thienopyridine,C1120149
611,C1120149;C1518422,thienopyridine Negation,thienopyridine,,,thienopyridine,C1120149
612,C0302353;C1532563,Serum potassium measurement Millimole per Liter,potassium measurement,Potassium,,Potassium,C0032821
613,C0439475;C1306620,mmHg Systolic blood pressure measurement,Blood Pressure,,,Blood Pressure,C0005823
614,C3811844;C0001925,Estimated Glomerular Filtration Rate Albuminuria,Estimated Glomerular Filtration Rate,,,Estimated Glomerular Filtration Rate,C3811844
615,C0005680;1,Black race ethnicity- other,Racial group,,,Racial group,C0034510
616,C0521942;C0003015;C0332287,Angiotensin II receptor antagonist Angiotensin-Converting Enzyme Inhibitors In addition to,Angiotensin II receptor antagonist,,,Angiotensin II receptor antagonist,C0521942
616,C0521942;C0003015;C0332287,Angiotensin II receptor antagonist Angiotensin-Converting Enzyme Inhibitors In addition to,Angiotensin-Converting Enzyme Inhibitors,,,Angiotensin-Converting Enzyme Inhibitors,C0003015
617,C0034656;C1510829,Randomization Age-Years,Age-Years,,,Age-Years,C1510829
618,C0683519;C1880008,disease history Cardiovascular History,Cardiovascular Diseases,,,Cardiovascular Diseases,C0007222
618,C0683519;C1880008,disease history Cardiovascular History,Medical History,,,Medical History,C0262926
619,C0213771;C0073992,tiotropium salmeterol,Bronchodilator Agents,,,Bronchodilator Agents,C0006280
619,C0213771;C0073992,tiotropium salmeterol,long-acting beta agonist,,,long-acting beta agonist,NA
620,C0332293;C3538919;C0586793,Treated with Low Risk Inhaled steroids use,Inhaled steroids use,,,Inhaled steroids use,C0586793
621,C0521114;C4086268,Infrequent Exacerbation,NA TO BE DELETED,,,NA TO BE DELETED,NA
622,C3538919;C0586793;C0332288,Low Risk Inhaled steroids use Without,Inhaled steroids use,,,Inhaled steroids use,C0586793
623,C4086268;C0332183,Exacerbation Frequently,NA TO BE DELETED,,,NA TO BE DELETED,NA
624,C4319571;C0332293;C0586793,High risk Treated with Inhaled steroids use,Inhaled steroids use,,,Inhaled steroids use,C0586793
625,C4319571;C0586793;C0332288,High risk Inhaled steroids use Without,Inhaled steroids use,,,Inhaled steroids use,C0586793
626,C3241966;C0337671,Current Smoker Former smoker,Smoking Status,,,Smoking Status,C1519386
627,C0017654;C0444686,Glomerular Filtration Rate Calculated,Glomerular Filtration Rate,,,Glomerular Filtration Rate,C0017654
628,C0439475;C0444504;C1442488;C3844320;C1306620,mmHg Statistical mean Baseline One day Systolic blood pressure measurement,Blood Pressure,,,Blood Pressure,C0005823
629,C0876920;C0205172,Median Statistical Measurement More,NA TO BE DELETED,,,NA TO BE DELETED,NA
630,C0876920;C0439092,Median Statistical Measurement Less Than,NA TO BE DELETED,,,NA TO BE DELETED,NA
631,C0021641;C0332325,Insulin Resistant (qualifier value),Insulin,,,Insulin,C0021641
632,C0150312;C2939420,Present Metastatic Neoplasm,Metastatic Neoplasm,,,Metastatic Neoplasm,C2939420
633,C0035647;C0449820;C3166866,Risk Score Framingham,Risk,,,Risk,C0035647
634,C0240320;C1524062,medication use Additional,NA TO BE DELETED,,,NA TO BE DELETED,NA
635,C0030193;C0205081;C0205082,Pain Moderate (severity modifier) Severe (severity modifier),Pain score,,,Pain score,C0582148
636,C0030193;C2945599,Pain Mild (qualifier value),Pain score,,,Pain score,C0582148
637,C0030705;C0439810,Patients Total,NA TO BE DELETED,,,NA TO BE DELETED,NA
638,C0205081;C0205082;C0582148,Moderate (severity modifier) Severe (severity modifier) Pain score,Pain score,,,Pain score,C0582148
639,C0582148;C2945599,Pain score Mild (qualifier value),Pain score,,,Pain score,C0582148
640,C0022661;C0205088,"Kidney Failure, Chronic End-stage",Kidney Failure,"Rel Failure, CTCAE",,"Renal Failure, CTCAE",C1963154
641,C0205088;C0035078,End-stage Kidney Failure,Kidney Failure,"Rel Failure, CTCAE",,"Renal Failure, CTCAE",C1963154
642,C1565489;C0205082,Renal Insufficiency Severe (severity modifier),Renal Insufficiency,,,Renal Insufficiency,C1565489
643,"C0034656	  ;C0040223",Randomisation Time,NA TO BE DELETED,,,NA TO BE DELETED,NA
644,C0070939;C0149871,phosphoethanolamine Deep Vein Thrombosis,Deep Vein Thrombosis,,,Deep Vein Thrombosis,C0149871
644,C0070939;C0149871,phosphoethanolamine Deep Vein Thrombosis,phosphoethanolamine,,,phosphoethanolamine,C0070939
645,C0205081;C0205082;C1881878;C4049705;C4049706;C4050465;C4050466;C4085643;C4321335,Moderate (severity modifier) Severe (severity modifier) Moderation Moderate Extremity Pain Borg Category-Ratio 10 Perceived Exertion Score 3 Severe Extremity Pain Borg Category-Ratio 10 Perceived Exertion Score 5 Moderate Response Moderate Level,Borg Category-Ratio 10 Perceived Exertion Score 3,,,Borg Category-Ratio 10 Perceived Exertion Score 3,C4049706
646,C0205307;C0231683;C0439166;C2347086;C4553972,Normal Gait normal Percent normal Mean Percent of Normal How Often Felt Normal question,NA TO BE DELETED,,,NA TO BE DELETED,NA
647,C0441471;C0918012,Event Index,NA TO BE DELETED,,,NA TO BE DELETED,NA
648,C1565489;C0441889,Renal Insufficiency Levels (qualifier value),Renal Insufficiency,,,Renal Insufficiency,C1565489
649,C0007222;C0205191,Cardiovascular Diseases chronic,Cardiovascular Diseases,,,Cardiovascular Diseases,C0007222
650,C0205191;C0007222,chronic Cardiovascular Diseases,Cardiovascular Diseases,,,Cardiovascular Diseases,C0007222
651,C1561643;C1442488;C1306673,Chronic Kidney Diseases Baseline Stage,Chronic Kidney Diseases,Kidney Diseases,,Kidney Diseases,C0022658
652,C0001779;C0002965,"Age Angina, Unstable",Age-Years,,,Age-Years,C1510829
652,C0001779;C0002965,"Age Angina, Unstable","Angina, Unstable",Angi Pectoris,,Angina Pectoris,C0002962
653,C0019993;C1549995,Hospitalization Primary Reason,NA TO BE DELETED,,,NA TO BE DELETED,NA
654,C0439269;C0202117,mg/dL Low density lipoprotein cholesterol measurement,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
655,C0439269;C0392885,mg/dL High density lipoprotein measurement,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
656,C0439269;C0428475,mg/dL Triglyceride level - finding,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
657,C0439269;C0543421,mg/dL Total cholesterol,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
658,C0441471;C1514624,Event Qualifying,NA TO BE DELETED,,,NA TO BE DELETED,NA
659,C0023779;C1524063;C1707479,Lipids Use of Concomitant Therapy,Lipids Concomitant Therapy,,,Lipids Concomitant Therapy,NA
660,C0023779;C1707479,Lipids Concomitant Therapy,Lipids Concomitant Therapy,,,Lipids Concomitant Therapy,NA
661,C0023822;C1442488,High Density Lipoprotein Cholesterol Baseline,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
662,C0023824;C1442488,LDL Cholesterol Lipoproteins Baseline,lipoprotein cholesterol,,,lipoprotein cholesterol,C0065055
663,C0205171;C0360714,Singular Hydroxymethylglutaryl-CoA Reductase Inhibitors,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
664,C0360714;C0027996;C1449704,Hydroxymethylglutaryl-CoA Reductase Inhibitors Niacin Fibrates,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
664,C0360714;C0027996;C1449705,Hydroxymethylglutaryl-CoA Reductase Inhibitors Niacin Fibrates,Niacin,,,Niacin,C0027996
665,C0360714;C0332307;C0521115,Hydroxymethylglutaryl-CoA Reductase Inhibitors Type - attribute Simultaneous,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
666,C0360714;C0521115,Hydroxymethylglutaryl-CoA Reductase Inhibitors Simultaneous,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
667,C0360714;C1142985,Hydroxymethylglutaryl-CoA Reductase Inhibitors ezetimibe,ezetimibe,Other lipid modifying agents,LIPID MODIFYING AGENTS,LIPID MODIFYING AGENTS,NA
667,C0360714;C1142985,Hydroxymethylglutaryl-CoA Reductase Inhibitors ezetimibe,Hydroxymethylglutaryl-CoA Reductase Inhibitors,,,Hydroxymethylglutaryl-CoA Reductase Inhibitors,C0360714
668,C0011849;C0439591,Diabetes Mellitus Long duration,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
669,C0011849;C0439593,Diabetes Mellitus Short duration,Diabetes Mellitus,,,Diabetes Mellitus,C0011849
670,C0017853;C0205250;C1442488,"Hemoglobin, Glycosylated High Baseline","Hemoglobin, Glycosylated",,,"Hemoglobin, Glycosylated",C0017853
671,C0017853;C0205251;C1442488,"Hemoglobin, Glycosylated low Baseline","Hemoglobin, Glycosylated",,,"Hemoglobin, Glycosylated",C0017853
672,C1305855;C0205250;C1442488,Body mass index High Baseline,Body mass index,,,Body mass index,C1305855
673,C1305855;C0205251;C1442488,Body mass index low Baseline,Body mass index,,,Body mass index,C1305855
674,C0205092;C1457887;C1442488,Unilateral Symptoms Baseline,NA TO BE DELETED,,,NA TO BE DELETED,NA
675,C0238767;C1442488,Bilateral Baseline,NA TO BE DELETED,,,NA TO BE DELETED,NA
676,C3639721;C0205250,Unified Parkinson's Disease Rating Scale High,Unified Parkinson's Disease Rating Scale,,,Unified Parkinson's Disease Rating Scale,C3639721
677,C3639721;C0205251;C1442488,Unified Parkinson's Disease Rating Scale low Baseline,Unified Parkinson's Disease Rating Scale,,,Unified Parkinson's Disease Rating Scale,C3639721
678,C0006826;C0205156,Malignant Neoplasms Previous,Malignant Neoplasms,,,Malignant Neoplasms,C0006826
679,C0011900;C0149871,Diagnosis Deep Vein Thrombosis,Deep Vein Thrombosis,,,Deep Vein Thrombosis,C0149871
680,C0040223;C0460097,Time Within therapeutic range,NA TO BE DELETED,,,NA TO BE DELETED,NA
681,C0018824;C1518422,Heart valve disease Negation,Heart valve disease,,,Heart valve disease,C0018824
682,C0012798;C1442488;C0457083,Diuretics Baseline Usage,Diuretics,,,Diuretics,C0012798
683,C0018810;C1442488,heart rate Baseline,heart rate,,,heart rate,C0018810
