Text,CUIS
clopidogrel plus aspirin n $nmbr$,C0070166;C0004057
$nmbr$ $nmbr$ $nmbr$ c,
aspirin n $nmbr$,C0004057
other atherosclerotic cvdd e,C0333482;C1859330
chads $nmbr$ ^,C0007928;C1413373
st t wave abnormality d,C0036056;C1839341;C3272372
mean score,C3533236
lvh by ecg or echocardiographyd,C0232306
score no,C0449820;C4050231
glycemic status f,C0449438;C0016327
history of atrial fibrillation type no,C0729790;C0332307;C1547052
impaired fasting glucose,C1272092
permanent,C0205355
normoglycemic,C0580545
paroxysmal,C0205311
history of chd at baseline d g,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0168634;C1442488;C0439267
persistent,C0205322;C0332996
lipid trial participants,C1997894;C2242969
atrial fibrillation duration no,C0449238;C2926735
systolic mean sd mm hg h,C0456680
$nmbr$ mo to $nmbr$ yr,C0026544;C0332177
diastolic mean sd mm hg,C0012000;C0439475
history of hypertension no,C0455527
serum potassium level mean sd meq l,C0302353;C0439375;C0543465
history of stroke or tia no,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062;C0007787;C0917805;C1054154
fasting serum glucose level mean sd mg dl,C0202045;C0439269
history of ischemic heart disease no,C0683519;C0730226;C0850708;C0944983
serum creatinine level mean sd mg dl,C0600061;C0439269
peripheral artery disease no,C1704436;C4025272
tc level mean sd mg dl,C0039411;C0439269;C0040642;C0041405;C0041698;C1824670;C3272447;C4522122
cardiac pacemaker no,C0030163;C0037189
ldl c level mean sd mg dl,C0441889;C0439269;C0456079;C1547707;C2946261
ecg findings at baseline no,C0438154;C0168634;C1442488
hdl c level mean sd mg dl,C0441889;C0439269;C0456079;C1547707;C2946261
atrial flutter,C0004239;C0344423;C1963068
hdl c level $nmbr$ mg dld,C1414063;C2826331
medication use at baseline no,C0240320;C0168634;C1442488
fasting triglyceride level mean sd mg dl,C0015663;C0428475;C0439269
vka,
cv mortality,C0026565;C0026566
antiarrhythmic agent,C0003195;C0301380
combined chd,C0280604;C3542407
reason for enrollment in active a no,C0392360;C0205177;C3853793;C3888249
non black participants,C0005680;C0679646;C0027567;C0085756;C0439541
specific risk of bleeding^,C0205369;C3251812;C1552740
i $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$,C0021966;C0221138
physician s judgment that vka inappropriate],C0031831;C0804815;C0022423;C1548788;C3537135;C3542467
ii $nmbr$ $nmbr$ $nmbr$ $nmbr$,C1710602;C4082587
patient s preference not to take vka only reason,C0030705;C0558295;C1549513;C1518422;C1515187;C0392360
doxazosin,C0114873
western europe and israel,C0043129;C0022271
clopidogrel plus aspirin yr,C0070166;C0004057
figure $nmbr$ comparisons of doxazosin mesylate with chlorthalidone data are expressed as hazard ratios $nmbr$ confidence intervals with event rates [ses] and numbers of events given for each drug by race and metabolic cardiometabolic syndrome mets status chd indicates coronary heart disease cv cardiovascular cvd cv disease and esrd end stage renal disease,C1707455;C0077770;C1511726;C3245479;C3714741;C2985465;C0009667;C0871208;C1521828;C4330837;C0013227;C1254351;C0034510;C1706779;C3853635;C0280604;C3542407;C0010054;C0010068;C1956346;C0022661
aspirin only,C0004057
p women vs men,C0369773;C0043210;C2603361;C0025266
stroke or tia,C0038454;C4554100;C0007787;C0917805;C1054154
overaii n $nmbr$,
mi or cad,C3810814;C1504769;C2239547;C3813548;C4284121
atenoioi n $nmbr$,
biack,
chads $nmbr$ score,C0449820;C4050231
vka therapy,C0039798;C0087111;C1363945
systoiic biood pressure mm hg,C0033095;C0439475;C0460139;C1306345;C4284008
persistent or paroxysmal,C0205322;C0332996;C0205311
diastoiic biood pressure mm hg,C0033095;C0439475;C0460139;C1306345;C4284008
reason for enrollment in active a,C0392360;C0205177;C3853793;C3888249
body mass index kg m^,C0022718;C0439209;C4054209
risk of bleeding,C3251812
corneii product mm ms,C2349943;C3539704;C3713294
physician s judgment that vka inappropriate,C0031831;C0804815;C0022423;C1548788;C3537135;C3542467
sokoiow lyon voitage mv,C1454484;C1705503;C4281602
clopidogrel plus aspirin,C0070166;C0004057
current smokers n medicai history n,C3173209;C3241966
physician s judgment that vka nappropriate,C0031831;C0804815;C0022423
isoiated systoiic hypertension,C0020538;C1963138
all subjects,C0681850;C1550501;C1706203;C2349001;C2697811
cerebrovascuiar disease,C0012634
no diabetes mellitus,C0011849
peripherai arteriai disease,C0012634
weight median $nmbr$ th $nmbr$ th percentiles kg,C0022718;C0439209;C4054209
adjusted hr losartan vs atenolol,C0456081;C0126174;C0004147
body mass index median $nmbr$ th $nmbr$ th percentiles kg m $nmbr$,C0022718;C0439209;C4054209
women n $nmbr$ events,C0441471;C3541888
women n $nmbr$,C0043210
time from onset of pain to randomization median $nmbr$ th $nmbr$ th percentiles n,C0449244;C0034656;C0039725;C0039738;C1420718;C4282123;C4285344
ratet n,
treatment before randomization,C0039798;C0087111;C1522326;C1533734;C1705169;C3538994;C3887704
primary composite^,C0205199;C1547335
oral hypoglycemic agent,C0359086
cardiovascuiar mortaiity,
hab $nmbr$ c mean sem,C0444504;C2347634;C2348143
myocardiai infarction,C0021308
low density lipoprotein cholesterol median $nmbr$ th $nmbr$ th percentiles mg dl,C0023824;C0439269
totai mortaiity,
high density lipoprotein cholesterol median $nmbr$ th $nmbr$ th percentiles mg dl,C0023822;C0439269
hospitaiization for angina,C0002962
ranozaline,
hospitaiization for heart faiiure,C0018787
$nmbr$ $nmbr$ $nmbr$ ci $nmbr$ $nmbr$ to $nmbr$ $nmbr$ p $nmbr$ $nmbr$,C0008107;C3259781;C0369773;C2603361
vildagliptin $nmbr$ mg daily glimepiride,C0024671;C0061323;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
$nmbr$ $nmbr$ $nmbr$ cl $nmbr$ $nmbr$ to $nmbr$ $nmbr$ p $nmbr$ $nmbr$,C0596019;C0369773;C2603361
viidagliptin $nmbr$ mg daily glimepiride,C0024671;C0061323;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
inclusion criteria no,C1512693
placebo glimepiride,C0032042;C0061323;C1696465;C1706408
$nmbr$ episodes of atrial fibrillation in previous $nmbr$ mo,C0332189;C0004238;C0344434;C1963067;C0026544;C0332177
age years mean s d,C1510829;C0444504;C2347634;C2348143
cardioversion in previous $nmbr$ wk,C0013778;C0205156;C1552607
hispanic latino,C0086409;C0086528
duration of last qualifying episode of atrial fibrillation $nmbr$ days,C0449238;C2926735;C1514624;C0332189;C0004238;C0344434;C1963067
bmi kg m^ mean s d,C0022718;C0439209;C4054209;C0444504;C2347634;C2348143
heart failure lvef,C0428772;C0488728
hbaic mean s d,C0444504;C2347634;C2348143
history of hypertension for $nmbr$ mo or more,C0455527;C0026544;C0332177
hbaic group,C0441833;C0687744;C1257890;C1519504;C1705428;C1705429
history of stroke,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
fpg mmol l mean s d,C0439433
documented coronary artery disease,C0010054;C0010068;C1956346
disease duration years mean s d,C0872146;C0439234
atrial fibrillation alone,C0004238;C0344434;C1963067;C0205171;C0439044;C0679994
duration of sulphonylurea use months mean s d,C1881378;C2826775
coexisting conditions no,C0012634;C0348080;C1705253;C3864998
fig $nmbr$ a mean s e change from baseline to end point in haemoglobin a $nmbr$ c hba $nmbr$ c in patients aged,C0349966;C1337208;C0444504;C2347634;C2348143;C0392747;C0443172;C1705241;C4319952;C2349179;C2826544;C0001779;C0001792;C1999167
peripheral embolism,C0013922;C1704212
amlodipine valsartan $nmbr$ $nmbr$ mg n $nmbr$,C1962523;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
previous transient ischemic attack,C0007787;C0917805
amlodipine valsartan $nmbr$ $nmbr$ mg n $nmbr$ i,C0021966;C0221138
renal dysfunction,C1565489;C3279454
total study population n $nmbr$,C3258257
alcohol abuse,C0085762;C4050601
age ya,C0001779
electrocardiographic findings at randomization,C0438154;C0034656
age category,C0683312;C3889287
qrs interval $nmbr$ msec no,C0520880;C0439223
mssbp mm hga,C4330985;C4554674
left ventricular hypertrophy no,C0149721;C3484363
msdbp mm hga,C4330985;C4554674
pathologic q waves no,C0429089;C1305738
sitting pulse bpma,C0277814;C0232117;C0391850;C1947910;C2584297;C4050224
concomitant cardiovascular therapies no,C1707479
prior treatment,C1514463
class $nmbr$ antiarrhythmic agents,C0003195;C0301380
arb,C3888198
hf lvd or both,C0018488;C1313497;C1538440;C3273279
acei,
ccb,C0006684
use of antiarrhythmic agent,C1524063;C0003195;C0301380
severity of hypertensionb,C0439793;C0522510
use of beta blockers,C1524063;C0001645
more severe,C0205082;C4050465;C4050466
af alone,C0344434;C4049859;C0205171;C0439044;C0679994
less severe,C0205082;C4050465;C4050466
af alone refers to atrial fi brillation without coexisting cardiovascular conditions but with left atrial dilatation ace denotes angiotensin con verting enzyme hf heart failure and lvd left ventricular dysfunction,C0344434;C4049859;C0205171;C0439044;C0679994;C0205543;C0018792;C0007222;C1452534;C4284014;C0003018;C4521302;C0387288;C0014442;C0018801;C4521602;C0242698
diabetic status,C0241863;C0449438
nondiabetic,
ischemia on cecg n $nmbr$ $nmbr$,C0022116;C4321499
no ischemia n $nmbr$ $nmbr$,C0022116;C4321499
abbreviations acei angiotensin converting enzyme inhibitor arb angiotensin receptor blocker bpm beats per minute ccb calcium channel blocker msdbp mean sitting diastolic blood pressure mssbp mean sitting systolic blood pressure values are no unless otherwise indicated amean sd bmore severe $nmbr$ and $nmbr$ and $nmbr$ and $nmbr$ and,C0034787;C1622222;C1319893;C0042295;C1444656;C2699239;C0205082;C4050465;C4050466
age $nmbr$ yrs,C0001779
amlodipine valsartan $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
body mass index kg m $nmbr$ median q $nmbr$ q $nmbr$,C0022718;C0439209;C4054209;C0549183;C0876920;C2347635;C2348144;C2939193
amlodipine wlsartan i $nmbr$ $nmbr$ mg,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
prior revascularization,C0332152;C0581603;C2826257
amlodipine valsartan $nmbr$ $nmbr$ vs $nmbr$ $nmbr$ mg,C1962523;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
creatinine clearance $nmbr$ ml min,C0812399;C0439445
mssbp msdbp,
non st segment elevation mi,C1518422;C0520886
change from,C0392747;C0443172;C1705241;C4319952
st segment depression $nmbr$ $nmbr$ mv on admission,C1454484;C1705503;C4281602;C0457453
week and,C0332174;C0439230
elevated troponin $nmbr$ $nmbr$ mg l,C0041199;C0439268
baseline mm hg,C0168634;C0439475;C1442488
elevated bnp $nmbr$ pg ml,C0054015;C0439297;C1095989;C1417808;C2982014
difference in change,C1705241;C1705242
intent of early invasive strategy,C0162425;C1283828;C1550453
disease severity,C0521117
intent of conservative strategy,C0162425;C1283828;C1550453
sem,
revascularization during index hospitalization,C0581603;C0019993
$nmbr$ ci p value,C0008107;C1709380;C3259781
ace inhibitors or arbs,C0003015;C3888198
endpoint week $nmbr$,C0332174;C0439230
cardiac medications at discharge,C0018787;C0806915;C1522601
intent to treatb,C0162425;C1283828;C1550453
$nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$ $nmbr$,
primary end point,C2986535
less severe hypertension,C4013784
ischemia on cecg,C0022116;C4321499
more severe hypertension,C4013784
no p value for ischemia ischemia hr $nmbr$ ci interaction,C1709380;C0008107;C3259781
mean sd age years,C0444504;C1510829;C2347634;C2348143
$nmbr$ yrs of age n $nmbr$ $nmbr$,C0001779
mean sd bmi kg m $nmbr$,C0022718;C0439209;C4054209
no prior htn n $nmbr$ $nmbr$,C0332152;C0020538;C2826257
current $nmbr$ cigs day,C0332173;C0439228;C0439505
prior htn n $nmbr$ $nmbr$,C0332152;C0020538;C2826257
exercise,C0015259;C1522704
no dm n $nmbr$ $nmbr$,C0011816;C3250443
$nmbr$ week,C0332174;C0439230
dm n $nmbr$ $nmbr$,C0011816;C3250443
$nmbr$ $nmbr$ week,C0332174;C0439230
no prior angina n $nmbr$ $nmbr$,C0332152;C0002962;C2826257
$nmbr$ $nmbr$ month,C0332177;C0439231
prior angina n $nmbr$ $nmbr$,C0332152;C0002962;C2826257
postmenopausal hormone use,C0042153;C0457083;C1947944
no prior mi n $nmbr$ $nmbr$,C0332152;C2826257
aspirin group n $nmbr$ $nmbr$ $nmbr$ $nmbr$ person years,C0027361;C0439234;C2347489
prior mi n $nmbr$ $nmbr$,C0332152;C2826257
placebo group n $nmbr$ $nmbr$ $nmbr$ $nmbr$ person years,C0027361;C0439234;C2347489
no prior revascularization n $nmbr$ $nmbr$,C0332152;C0581603;C2826257
newly diagnosed asthma n,C0011900;C0004096;C2984299
prior revascularization n $nmbr$ $nmbr$,C0332152;C0581603;C2826257
active,C0205177;C3853793;C3888249
no prior hf n $nmbr$ $nmbr$,C0332152;C0018488;C1313497;C1538440;C3273279;C2826257
mets,C0812270;C1705694;C2939420
prior hf n $nmbr$ $nmbr$,C0332152;C0018488;C1313497;C1538440;C3273279;C2826257
non mets,C0812270;C1705694;C2939420
unstable angina n $nmbr$ $nmbr$,C0002965
placebo dr $nmbr$,C0013014;C0031831;C1707664;C2348314;C3540849
nstemi n $nmbr$ $nmbr$,C3537184;C4255010
eze simva $nmbr$ $nmbr$ mg dr $nmbr$,C0013014;C0031831;C1707664;C2348314;C3540849
no stsd $nmbr$ mm on admission n $nmbr$ $nmbr$,C0184666;C0809949
feno $nmbr$ dn $nmbr$,C1333964;C1707618
stsd $nmbr$ mm on admission n $nmbr$ $nmbr$,C0184666;C0809949
eze simva $nmbr$ $nmbr$ mg feno $nmbr$ mg dn $nmbr$,C1333964;C1707618
low trs $nmbr$ $nmbr$ n $nmbr$ $nmbr$,C0205251;C0266427;C0968917;C1150746;C1550472;C3890211;C4048187;C4321351;C4522223
placebo dn $nmbr$,C1333964;C1707618
moderate trs $nmbr$ $nmbr$ n $nmbr$ $nmbr$,C0205081;C0266427;C0968917;C1150746;C1881878;C4049705;C4049706;C4085643;C4321335
eze simva $nmbr$ $nmbr$ mg dn $nmbr$ c $nmbr$,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
high trs $nmbr$ $nmbr$ n $nmbr$ $nmbr$,C0205250;C0266427;C0968917;C1150746;C1299351;C2700149;C3887512;C3889660;C4321237;C4522209
feno $nmbr$ mg dn $nmbr$,C1333964;C1707618
conservative strategy n $nmbr$ $nmbr$,C0679199
waist circumference cm mean sd,C0455829;C2699239
early invasive strategy n $nmbr$ $nmbr$,C0205281;C0679199;C1334278
diagnosis of diabetes n,C0011900;C1704338;C1704656
ef $nmbr$ n $nmbr$ $nmbr$,
tg mg dl,C0337445;C0439269
ef,
non hdl c mg dl,C1518422;C0439269
negative ctnl n $nmbr$ $nmbr$,C0205160;C1513916;C2825415;C2825491;C3853545
apo b mg dl,C0003593;C0439269;C3252643
positive ctnl n $nmbr$,C0439178;C1446409;C1514241;C2825490;C3812269
tc mg dl,C0039411;C0439269;C0040642;C0041405;C0041698;C1824670;C3272447;C4522122
normal bnp ^ $nmbr$ pg ml n $nmbr$ $nmbr$,C0054015;C0439297;C1095989;C1417808;C2982014
apo a i mg dl,C0085201;C0439269;C1677784
elevated bnp $nmbr$ pg ml n $nmbr$ $nmbr$,C0054015;C0439297;C1095989;C1417808;C2982014
data are expressed as median sd except,C1511726;C3245479;C3714741;C0549183;C0876920;C2347635;C2348144;C2939193
medal,C0524670
data are expr,C1511726;C3245479;C3714741
edge ii,C1710602;C4082587
ssed as ls means,C0023668;C1704970
edge,C0205154;C2697523
by treatment arm,C1522541
oa,C0029408;C3887876
syncope,C0039070;C3541349;C4554644
ra,C3538806;C4048756
by cause of death,C0007465;C4050444
$nmbr$ mg cohort,C0009247;C0599755
sudden death,C0011071;C1964022;C4554103
etoricoxib $nmbr$ mg n $nmbr$ $nmbr$ n,C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
all patients $nmbr$ $nmbr$,C0030705
diclofenac $nmbr$ mg n $nmbr$ $nmbr$ n,C0012091;C0024671;C0026410;C0439269;C1960952;C2346927;C4321396;C4521761
verapamil sr $nmbr$ $nmbr$,C1527129
baseline creatinine clearance,C0168634;C0812399;C1442488
atenolol $nmbr$ $nmbr$,C0004147
$nmbr$ $nmbr$ ml s m $nmbr$ $nmbr$ ml min $nmbr$ $nmbr$ m $nmbr$ n,C0439390;C0439445;C0369718;C0441922
sbp mean sd mmhg,C0085805;C0439475
history of chf,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
dbp mean sd mmhg,C0444504;C0439475;C2347634;C2348143
cigarette users,C0677453;C1706077;C1704760;C3890423
heart rate mean sd b p m,C0018810;C0444504;C2347634;C2348143
history of symptomatic,C0019664;C0019665;C0262512;C0262926;C1705255;C2004062
age mean sd year,C0439234;C0439508
ascvdor $nmbr$ cv risk factors,C0035648;C1553898
arrhythmias,C0003811
prior use of systemic,C1524063;C0205373
heart failure class i iii,C0441887;C2698969
corticosteroidsa,
renal impairment,C1565489
baseline anti hypertensive usea,C0168634;C0003364;C1442488
smoking ever,C0037369;C0453996;C1881674
ranolazine n $nmbr$ $nmbr$,C0073633
sbp systolic blood pressure sd standard deviation dbp diastolic blood pressure b p m beats per minute mi myocardial infarction tia transient ischaemic attack,C1305849;C0439385;C0007787
age yrs median $nmbr$ th $nmbr$ th,C0001779;C0039725;C0039738;C1420718;C4282123;C4285344
verapamil sr strategy,C1527129;C0679199
weight kg median $nmbr$ th $nmbr$ th,C0005910;C0022718;C0439209;C4054209;C0043100;C1305866;C1705104
atenolol strategy,C0004147;C0679199
risk factors for atherosclerosis,C0035648;C1553898
adverse outcome,C1274040
prior coronary revascularization pci or cabg,C0877341;C4049621;C0010055
non fatal mi,C1302234;C3810814;C1705232
prior known stenosis $nmbr$,C0678234;C1261287;C2632116
ccsc at $nmbr$ month before enrollment,C1516705;C0332177;C0439231;C1516879;C1696073;C3888021
non fatal stroke,C0038454;C4554100
no prior mi,C0332152;C3810814;C2826257
coronary angiography during the index hospital stay,C0085532;C1548829
denosumab n $nmbr$,C1690432
cardiac medications during index hospital stay and or discharge,C0013227;C0802604;C2598133;C4284232;C0012621;C0030685;C2926602
all n $nmbr$,C0369718;C0441922
calcium channel blockerf,C0006685
$nmbr$ yr since menopause,C0439234;C0025320;C0567312
long acting nitratef,C0205166;C1706317
years since menopause,C0439234;C0025320;C0567312
data are expressed as n total unless otherwise speci ed systeme international unit conversion to convert creatinine clearance to ml s multiply by $nmbr$ $nmbr$ estimated with cockroft gault equation at discharge ace angiotensin converting enzyme cabg coronary artery bypass graft ccsc canadian cardiovascular society classi cation mi myocardial infarction pci percutaneous coronary intervention,C1511726;C3245479;C3714741;C0439175;C0439810;C0439453;C0439836;C0439390;C0750572;C0552449;C0030685
